,address,zipcode,city,state,latitude,longitude,amount
1820,1520 Dahlia Street,,,,,,
1821,5 Bannock Street,80223,Denver,CO,39.716722,-104.991202,749668
1822,65 Bannock Street,80223,Denver,CO,39.717895,-104.991203,823354
1823,4301 Biscay Street,80249,Denver,CO,39.77376,-104.766772,444693
1824,19950 East 40th Avenue,,,,,,
1825,1033 Lipan Street,,,,,,
1826,2040 Hooker Street,80211,Denver,CO,39.748419,-105.027873,509956
1827,4198 Odessa Street,,,,,,
1828,2722 Albion Street,,,,,,
1829,180 South Decatur Street,80219,Denver,CO,39.713443,-105.022338,267962
1830,2153 South Sherman Street,,,,,,
1831,1558 Quince Street,,,,,,
1832,1201 East 16th Avenue,80218,Denver,CO,39.741827,-104.971751,
1833,2443 East 33rd Avenue,80205,Denver,CO,39.763368,-104.957803,521939
1834,3247 Perry Street,80212,Denver,CO,39.763006,-105.039626,882380
1835,3082 South Roslyn Street,,,,,,
1836,8828 East 13th Avenue,,,,,,
1837,1371 Garfield Street,,,,,,
1838,3517 Navajo Street,,,,,,
1839,2937 Champa Street,80205,Denver,CO,39.75935,-104.97781,483283
1840,745 Lipan Street,,,,,,
1841,73 Lincoln Street,80203,Denver,CO,39.717782,-104.986574,988739
1842,1395 King Street,,,,,,
1843,823 South Clarkson Street,80209,Denver,CO,39.701513,-104.978404,678365
1844,3412 Pecos Street,80211,Denver,CO,39.764754,-105.006098,1237254
1845,1574 West 35th Avenue,80211,Denver,CO,39.765534,-105.004493,767652
1846,1672 Madison Street,80206,Denver,CO,39.743266,-104.946194,622199
1847,2983 Eudora Street,,,,,,
1848,21585 East 42nd Avenue,,,,,,
1849,21567 East 43rd Avenue,,,,,,
1850,1201 West 41st Avenue,,,,,,
1851,3960 Mariposa Street,80211,Denver,CO,39.77164,-105.002763,824068
1852,544 Delaware Street,80204,Denver,CO,39.724936,-104.992577,392448
1853,2832 Humboldt Street,80205,Denver,CO,39.757697,-104.969289,575190
1854,4223 Tejon Street,80211,Denver,CO,39.774512,-105.01153,759935
1855,401 West 2nd Avenue,80223,Denver,CO,39.719466,-104.993069,491712
1856,2820 Vallejo Street,80211,Denver,CO,39.757596,-105.01276,775140
1857,1301 Wolff Street,80204,Denver,CO,39.736793,-105.049001,1017468
1858,4440 Sheridan Boulevard,80212,Denver,CO,39.777392,-105.052913,345639
1859,2155 Hooker Street,80211,Denver,CO,39.749796,-105.028748,554726
1860,3826 Zuni Street,80211,Denver,CO,39.76982,-105.015563,511929
1861,2215 California Street,,,,,,
1862,8 South Clarkson Street,80209,Denver,CO,39.716238,-104.97773,
1863,4344 Zenobia Street,80212,Denver,CO,39.775575,-105.051724,1286145
1864,1263 Clayton Street,80206,Denver,CO,39.736262,-104.955437,738480
1865,1433 Williams Street,80218,Denver,CO,39.738926,-104.966346,
1866,3063 South Steele Street,80210,Denver,CO,39.66135,-104.949848,823463
1867,2240 Curtis Street,80205,Denver,CO,39.752371,-104.987909,352017
1868,827 Park Avenue West,80205,Denver,CO,39.752756,-104.984609,
1869,2201 Stout Street,,,,,,
1870,1037 West 10th Avenue,80204,Denver,CO,39.732374,-105.00109,752209
1871,150 East 48th Avenue,80216,Denver,CO,39.78545,-104.984968,346892
1872,134 South Logan Street,80209,Denver,CO,39.714051,-104.98237,655889
1873,2356 Lafayette Street,80210,Denver,CO,39.673795,-104.970785,522846
1874,700 West 13th Avenue,,,,,,
1875,560 Corona Street,80209,Denver,CO,39.706381,-104.974247,914779
1876,1570 Grove Street,,,,,,
1877,754 Downing Street,80218,Denver,CO,39.728332,-104.972617,675995
1878,77 West Cedar Avenue,80223,Denver,CO,39.713256,-104.989464,436928
1879,1883 Vine Street,80206,Denver,CO,39.746254,-104.962627,537255
1880,2102 Marion Street,,,,,,
1881,1183 South Logan Street,80210,Denver,CO,39.695081,-104.983143,549960
1882,453 East Ellsworth Avenue,,,,,,
1883,5300 East Thrill Place,80207,Denver,CO,39.762648,-104.925561,344494
1884,3510 Marion Street,80205,Denver,CO,39.766019,-104.971751,350356
1885,772 South Jersey Street,,,,,,
1886,7867 East 17th Avenue,,,,,,
1887,3135 West 31st Avenue,80211,Denver,CO,39.761116,-105.027839,596530
1888,4059 Halifax Street,,,,,,
1889,1165 South Madison Street,80210,Denver,CO,39.695314,-104.946845,514460
1890,2024 Vine Street,,,,,,
1891,2343 Lowell Boulevard,80211,Denver,CO,39.752003,-105.034831,387765
1892,2075 Central Park Boulevard,80238,Denver,CO,39.755581,-104.891278,472280
1893,3643 Williams Street,,,,,,
1894,1037 Elm Street,,,,,,
1895,5720 East 16th Avenue,,,,,,
1896,5716 East 16th Avenue,,,,,,
1897,4837 East 14th Avenue,,,,,,
1898,999 Pearl Street,80203,Denver,CO,39.731805,-104.980139,283571
1899,1587 Saint Paul Street,80206,Denver,CO,39.741829,-104.951596,595822
1900,259 South Corona Street,80209,Denver,CO,39.71186,-104.974868,783409
1901,1634 Sheridan Boulevard,80214,Denver,CO,39.742816,-105.05288,382888
1902,930 15th Street,,,,,,
1903,1358 Elm Street,,,,,,
1904,18907 East 57th Avenue,,,,,,
1905,2758 Magnolia Street,80207,Denver,CO,39.749633,-104.911294,356606
1906,4783 Grant Street,80216,Denver,CO,39.783476,-104.983836,395904
1907,2817 Ash Street,,,,,,
1908,1664 Vine Street,80206,Denver,CO,39.742857,-104.961927,532191
1909,2710 Downing Street,,,,,,
1910,1630 Pennsylvania Street,80203,Denver,CO,39.742235,-104.98075,
1911,1648 Washington Street,80203,Denver,CO,39.742561,-104.978421,964707
1912,1544 Pearl Street,,,,,,
1913,611 East 16th Avenue,80203,Denver,CO,39.741863,-104.979513,497853
1914,1648 Washington Street,80203,Denver,CO,39.742561,-104.978421,964707
1915,601 East Colfax Avenue,,,,,,
1916,1565 Clarkson Street,80210,Denver,CO,39.688218,-104.978406,626319
1917,1564 Pearl Street,80203,Denver,CO,39.741247,-104.979737,578864
1918,1648 Washington Street,80203,Denver,CO,39.742561,-104.978421,964707
1919,1555 Clarkson Street,80210,Denver,CO,39.741453,-104.977728,346687
1920,1641 Washington Street,80210,Denver,CO,39.68679,-104.979582,804724
1921,3921 Lipan Street,80211,Denver,CO,39.770982,-105.002105,607528
1922,4271 Green Court,80211,Denver,CO,39.776,-105.026753,530488
1923,2362 Fairfax Street,,,,,,
1924,4212 Lipan Street,80211,Denver,CO,39.774575,-105.001408,366924
1925,5237 East 23rd Avenue,,,,,,
1926,627 South Corona Street,80209,Denver,CO,39.705264,-104.974892,1447579
1927,4614 East Montview Boulevard,,,,,,
1928,3752 Bryant Street,80211,Denver,CO,39.769019,-105.018675,455345
1929,2705 Steele Street,80205,Denver,CO,39.756044,-104.950297,431991
1930,38 East 5th Avenue,,,,,,
1931,1425 Ivanhoe Street,80220,Denver,CO,39.738931,-104.922005,702815
1932,1180 Colorado Boulevard,80206,Denver,CO,39.734359,-104.940308,323218
1933,5082 East 8th Avenue,,,,,,
1934,111 South Grant Street,80209,Denver,CO,39.714417,-104.984154,514326
1935,2380 South Ogden Street,80210,Denver,CO,39.673372,-104.975457,492134
1936,5848 East Colfax Avenue,,,,,,
1937,2066 Ogden Street,80205,Denver,CO,39.748713,-104.974221,602593
1938,5355 East Thrill Place,80207,Denver,CO,39.763124,-104.92447,380642
1939,3551 South Ivanhoe Street,80237,Denver,CO,39.651476,-104.922104,506104
1940,4198 West 14th Avenue,,,,,,
1941,1855 Gaylord Street,80206,Denver,CO,39.745765,-104.961349,
1942,3204 Zuni Street,80211,Denver,CO,39.762232,-105.01565,515094
1943,856 South Washington Street,80209,Denver,CO,39.70088,-104.978921,833348
1944,920 South Washington Street,80209,Denver,CO,39.699741,-104.97892,660998
1945,1615 South Zenobia Street,80219,Denver,CO,39.687562,-105.052403,318913
1946,363 Elati Street,80223,Denver,CO,39.722118,-104.994318,336963
1947,1302 East 6th Avenue,80218,Denver,CO,39.725333,-104.971424,
1948,844 South Washington Street,80209,Denver,CO,39.701222,-104.978922,631276
1949,1137 Vine Street,80206,Denver,CO,39.734151,-104.962587,1198641
1950,1245 Corona Street,80218,Denver,CO,39.73599,-104.974436,
1951,600 East Colfax Avenue,,,,,,
1952,2621 York Street,80210,Denver,CO,39.668989,-104.960908,527571
1953,4890 Zuni Street,80221,Denver,CO,39.785364,-105.015522,
1954,2623 West 23rd Avenue,80211,Denver,CO,39.75147,-105.019892,
1955,7192 East 14th Avenue,,,,,,
1956,3330 Birch Street,80222,Denver,CO,39.656016,-104.935945,852105
1957,3631 Vine Street,80205,Denver,CO,39.767679,-104.962543,562173
1958,5956 East 11th Avenue,,,,,,
1959,4999 North Perth Street,,,,,,
1960,4916 North Perth Street,80249,Denver,CO,39.784162,-104.735143,408723
1961,1135 East 18th Avenue,,,,,,
1962,1728 Clarkson Street,80218,Denver,CO,39.743973,-104.97717,420885
1963,3034 Larimer Street,,,,,,
1964,845 Zenobia Street,80204,Denver,CO,39.730376,-105.052401,468755
1965,870 Dahlia Street,80220,Denver,CO,39.730548,-104.931305,678913
1966,2819 Decatur Street,,,,,,
1967,2772 West Ellsworth Avenue,80219,Denver,CO,39.716381,-105.022212,296520
1968,1738 South Corona Street,,,,,,
1969,279 Logan Street,80203,Denver,CO,39.720771,-104.982856,535447
1970,3117 Tejon Street,80211,Denver,CO,39.761205,-105.011352,404573
1971,245 Bannock Street,80223,Denver,CO,39.720246,-104.991201,326369
1972,723 26th Street,80205,Denver,CO,39.755061,-104.980454,
1973,2205 Marion Street,80205,Denver,CO,39.749685,-104.972461,435502
1974,3131 Walnut Street,,,,,,
1975,1020 Hooker Street,80204,Denver,CO,39.733365,-105.028343,312547
1976,33 West Cedar Avenue,80223,Denver,CO,39.713248,-104.988484,566699
1977,4480 Elm Court,80211,Denver,CO,39.77801,-105.022501,534382
1978,5572 Genoa Street,80249,Denver,CO,39.797699,-104.757013,345560
1979,1005 South Quebec Street,,,,,,
1980,3099 Bellaire Street,80207,Denver,CO,39.761683,-104.937493,481116
1981,827 East Iliff Avenue,,,,,,
1982,2102 Eliot Street,80211,Denver,CO,39.748814,-105.023421,684362
1983,4750 West Lakeridge Road,80219,Denver,CO,39.67019,-105.049528,645191
1984,1930 West 41st Avenue,,,,,,
1985,640 South Raritan Street,80223,Denver,CO,39.704604,-105.008287,388478
1986,4412 Milwaukee Street,,,,,,
1987,2703 South Tennyson Way,80236,Denver,CO,39.667538,-105.044134,389450
1988,417 Corona Street,80218,Denver,CO,39.722865,-104.974375,674208
1989,4228 Vallejo Street,80211,Denver,CO,39.774676,-105.013209,465359
1990,4855 Decatur Street,80221,Denver,CO,39.784801,-105.021951,395316
1991,3801 West 23rd Avenue,80211,Denver,CO,39.751439,-105.03714,675659
1992,1341 South Bryant Street,80219,Denver,CO,39.692308,-105.018786,361564
1993,3251 Clayton Street,80205,Denver,CO,39.762998,-104.955229,298854
1994,1922 Irving Street,80204,Denver,CO,39.746898,-105.02957,624347
1995,2254 South Dexter Street,80222,Denver,CO,39.67542,-104.932713,500524
1996,4131 Saint Paul Street,,,,,,
1997,2840 Clinton Way,80238,Denver,CO,39.757311,-104.874942,
1998,2709 South Garfield Street,80210,Denver,CO,39.667215,-104.944114,413679
1999,4276 East 42nd Avenue,,,,,,
2000,554 University Boulevard,80206,Denver,CO,39.725119,-104.959097,737676
2001,2013 South Wolcott Court,80219,Denver,CO,39.680568,-105.049294,393641
2002,1919 East 25th Avenue,80205,Denver,CO,39.753372,-104.964215,385049
2003,12832 Elmendorf Place,80239,Denver,CO,39.791707,-104.840523,338672
2004,1459 Monaco Parkway,,,,,,
2005,2296 South Lowell Boulevard,80219,Denver,CO,39.675129,-105.034554,373172
2006,2627 East 7th Avenue,80206,Denver,CO,39.727598,-104.955859,3110373
2007,4415 Hooker Street,80211,Denver,CO,39.777213,-105.028783,720999
2008,2531 Clarkson Street,80205,Denver,CO,39.75383,-104.977277,527530
2009,213 Bannock Street,80223,Denver,CO,39.719694,-104.9912,776572
2010,901 21st Street,,,,,,
2011,7768 East 16th Avenue,,,,,,
2012,910 Downing Street,80218,Denver,CO,39.730769,-104.972633,
2013,1600 East 14th Avenue,,,,,,
2014,350 Park Avenue West,,,,,,
2015,3599 Beeler Court,,,,,,
2016,3940 West 24th Avenue,80212,Denver,CO,39.75191,-105.039251,408976
2017,2450 Curtis Street,,,,,,
2018,6651 East 22nd Avenue,,,,,,
2019,820 Harrison Street,80206,Denver,CO,39.729535,-104.941533,878223
2020,2847 Ivanhoe Street,,,,,,
2021,2740 Hazel Court,80211,Denver,CO,39.75668,-105.027289,1352752
2022,2251 South Bannock Street,,,,,,
2023,6116 East Warren Avenue,,,,,,
2024,72 Albion Street,,,,,,
2025,1167 South Taos Way,80223,Denver,CO,39.695267,-105.011818,313949
2026,722 East 7th Avenue,80203,Denver,CO,39.727051,-104.978399,2126953
2027,1423 Elizabeth Street,80206,Denver,CO,39.738891,-104.956582,724768
2028,2009 Gaylord Street,80205,Denver,CO,39.747328,-104.961319,734834
2029,4960 Pecos Street,,,,,,
2030,1723 West 43rd Avenue,,,,,,
2031,1648 Little Raven Street,80202,Denver,CO,39.755745,-105.003788,1643666
2032,277 Broadway,80203,Denver,CO,39.72051,-104.988,316525
2033,2488 Decatur Street,80211,Denver,CO,39.753457,-105.02187,679715
2034,4091 West Conejos Place,80204,Denver,CO,39.741644,-105.040293,768959
2035,1555 Winona Court,80204,Denver,CO,39.741321,-105.047795,572464
2036,3921 West Colfax Avenue,,,,,,
2037,888 Logan Street,80203,Denver,CO,39.729944,-104.982125,301256
2038,4100 West Colfax Avenue,80204,Denver,CO,39.739981,-105.040762,
2039,3161 Wyandot Street,80211,Denver,CO,39.76189,-105.014814,384224
2040,2331 West 31st Avenue,,,,,,
2041,903 East 1st Avenue,80206,Denver,CO,39.717697,-104.949439,
2042,4348 Orleans Court,80249,Denver,CO,39.776234,-104.737383,285149
2043,2547 West Colorado Avenue,,,,,,
2044,643 Elizabeth Street,80206,Denver,CO,39.726381,-104.957019,722636
2045,1636 Gilpin Street,80218,Denver,CO,39.742361,-104.966863,668811
2046,2505 Federal Boulevard,,,,,,
2047,534 West 4th Avenue,80223,Denver,CO,39.722256,-104.995036,469019
2048,2800 Walnut Street,80205,Denver,CO,39.761276,-104.983078,
2049,5389 West 10th Avenue,,,,,,
2050,4370 Winona Court,80212,Denver,CO,39.776125,-105.04711,701645
2051,3712 Yates Street,80212,Denver,CO,39.767703,-105.050563,847853
2052,3302 Lafayette Street,80205,Denver,CO,39.763401,-104.970547,839717
2053,3257 South Parker Road,80014,Denver,CO,39.657774,-104.849943,
2054,3438 Vine Street,80205,Denver,CO,39.765259,-104.961862,478845
2055,2940 West 25th Avenue,80211,Denver,CO,39.753408,-105.024549,399992
2056,2485 Curtis Street,,,,,,
2057,3857 Vallejo Street,80211,Denver,CO,39.77034,-105.013826,551397
2058,3939 Jason Street,80211,Denver,CO,39.771273,-104.999739,621087
2059,2530 Marion Street,80210,Denver,CO,39.670739,-104.971976,526635
2060,740 Lipan Street,,,,,,
2061,3961 Zenobia Street,80212,Denver,CO,39.772242,-105.052374,748752
2062,1343 Detroit Street,80206,Denver,CO,39.737586,-104.954262,911645
2063,1234 Columbine Street,80206,Denver,CO,39.735722,-104.957111,810125
2064,5260 Troy Street,80239,Denver,CO,39.790627,-104.84135,352286
2065,14 South Logan Street,80209,Denver,CO,39.716208,-104.982418,
2066,801 Santa Fe Drive,,,,,,
2067,1547 Quince Street,,,,,,
2068,2265 South Dexter Street,,,,,,
2069,3323 Mariposa Street,,,,,,
2070,4202 Lipan Street,80211,Denver,CO,39.774384,-105.001409,448661
2071,295 South Broadway,,,,,,
2072,138 Federal Boulevard,80260,Federal Heights,CO,39.874572,-105.019027,43902
2073,6962 East 30th Avenue,,,,,,
2074,3116 Newton Street,80211,Denver,CO,39.761579,-105.036653,1176900
2075,1755 Central Street,80211,Denver,CO,39.760032,-105.007494,
2076,8113 East 53rd Drive,,,,,,
2077,1235 South Corona Street,80210,Denver,CO,39.694039,-104.974907,578540
2078,2222 West 39th Avenue,,,,,,
2079,1316 Yates Street,80204,Denver,CO,39.737138,-105.050627,415153
2080,9075 East Mississippi Avenue,80247,Denver,CO,39.697328,-104.885183,
2081,20942 East Randolph Place,,,,,,
2082,3242 West 28th Avenue,80211,Denver,CO,39.757095,-105.029733,398752
