,summary,description,neighborhood_overview,availability_30,availability_60,availability_90,availability_365,price,cleaning_fee,security_deposit,accommodates,bedrooms,bathrooms,property_type,room_type,latitude,longitude,zipcode,price_bin,Log_Price,areas,Reservations_In_Next_90_Days,types,nlp_topic
211,"Convenient location close to main boulevards, major freeways, and less than two miles from downtown. Great for business travelers and adult couples. Easy access to the city, stadiums, and museums, but in a quieter residential neighborhood. Walkable to shops and restaurants in Highland Square along 32nd Avenue.","Convenient location close to main boulevards, major freeways, and less than two miles from downtown. Great for business travelers and adult couples. Easy access to the city, stadiums, and museums, but in a quieter residential neighborhood. Walkable to shops and restaurants in Highland Square along 32nd Avenue. This century old home features 2 queen beds and an indoor fireplace. Hardwood floors are found in both bedrooms, as well as the living room and dining room. However, both bedrooms also have rugs. Linens, towels, and kitchenware all provided. Dishwasher also included. There is a small backyard with a gas grill, privacy fence, and private parking. Bedrooms have window A/C units installed in the summer, but there is no central A/C. Keys will be left in a lock box for the guests. The combination will be emailed, along with instructions for parking and accessing the lock box. I will have limited guest interaction, but will be available if needed. The house is located in Sloan's Lake,","The house is located in Sloan's Lake, a historic Denver neighborhood featuring the city's largest urban body of water (also named Sloan's Lake). Highland Square shops and restaurants are less than a half mile NW and Jefferson Park restaurants and Safeway supermarket are a half mile SE. Downtown is less than 2 miles.",7,7,7,7,75,100,400,4,2,1.0,Townhouse,Entire home/apt,39.75741,-105.03048000000001,80211,under_100,1.8750612633917,northwest,83,5,0
237,"Modern-Remodeled 1940's Bungalow in popular upscale neighborhood packed with Comforts & Lux Amenities!  -Perfect for Couples, Families, Mature Groups, + Work Trips -Sun-Filled Fully Open Kitchen/Living/Dining -Privacy-Fenced Backyard with Fireplace room, Dining Deck, 'Mile High' Lounge, Grill & Lawn Games   -Coffee Bar, Home Theater (Netflix, HBO) -Bathrobes, Slippers +Welcome Gift -Baby Gear+Pet Supplies -DU Campus 6 blocks/Downtown 15min! -Walk: Starbucks, Restaurants, Park, Grocery &Lightrail","Modern-Remodeled 1940's Bungalow in popular upscale neighborhood packed with Comforts & Lux Amenities!  -Perfect for Couples, Families, Mature Groups, + Work Trips -Sun-Filled Fully Open Kitchen/Living/Dining -Privacy-Fenced Backyard with Fireplace room, Dining Deck, 'Mile High' Lounge, Grill & Lawn Games   -Coffee Bar, Home Theater (Netflix, HBO) -Bathrobes, Slippers +Welcome Gift -Baby Gear+Pet Supplies -DU Campus 6 blocks/Downtown 15min! -Walk: Starbucks, Restaurants, Park, Grocery &Lightrail Come in and RELAX as this stylishly remodeled single-family home boasts a modern and comfortable gathering layout, plus plenty of fun outdoor living spaces in the large private backyard to enjoy Denver’s sunny blue skies on a generous corner lot! The entire private property has been designed for a special guest experience – including extras for guests with babies or pets.  This house has hosted every type of guest from girls trips and families visiting DU students to musicians on tour, mileston","This home is in the upscale and very safe University Park neighborhood adjacent to the University of Denver. A historic park with kids area & tennis courts is only 1 block away.  The neighborhood has welcoming shady sidewalks to enjoy strolls along the blocks dotted with varied architectural mansions to the South and West towards campus. The area has lots of charm and is mostly populated by younger families, though it's very much a part of bustling Denver which means busy streets but also many conveniences within walking distances. Only 6 blocks West of the house is The University of Denver campus (DU) and the University Blvd street boarding it packed with many retail conveniences - Starbucks, many easy restaurants, Ben & Jerry's,  a few bars, banks/ATM, hair salons.  6 Blocks East is busy Colorado Blvd where all the larger retail stores are located - natural grocery store, huge Total Wines liqour store, gas station, post office, and chain eateries.  In just 1 mile is the 'University'",4,14,17,136,224,115,250,8,3,2.0,House,Entire home/apt,39.67801,-104.9499,80210,200_or_more,2.35024801833416,south,73,1,2
239,"Spacious, newly renovated, Victorian house located right in the middle between downtown Denver and City Park. The kitchen and family room were renovated in (Phone number hidden by Airbnb)  3 bed, 2.5 bath w/ 2 kings and 1 twin bed. Pets allowed. Driveway, TVs, Wi-Fi, BBQ, Washer-Dryer, wood floors. Family friendly close to shopping and restaurants. Extra play room with TV. Futon couch & inflatable mattress. 4 A/C Window units  Denver Airbnb license info: Account number: (Phone number hidden by Airbnb) Letter Id: L (Phone number hidden by Airbnb) Expires: 31-Dec (Phone number hidden by Airbnb)","Spacious, newly renovated, Victorian house located right in the middle between downtown Denver and City Park. The kitchen and family room were renovated in (Phone number hidden by Airbnb)  3 bed, 2.5 bath w/ 2 kings and 1 twin bed. Pets allowed. Driveway, TVs, Wi-Fi, BBQ, Washer-Dryer, wood floors. Family friendly close to shopping and restaurants. Extra play room with TV. Futon couch & inflatable mattress. 4 A/C Window units  Denver Airbnb license info: Account number: (Phone number hidden by Airbnb) Letter Id: L (Phone number hidden by Airbnb) Expires: 31-Dec (Phone number hidden by Airbnb) Victorian with many upgrades. It is a family friendly home though any age group will enjoy the space. There is a piano, lots of seating and a backyard. We have lots of items for kids, toys, pack-n-play, crib, trains and much more. The (Phone number hidden by Airbnb) renovation improvement focused on the kitchen and living room with wood floors, quartz countertops, gas stove, cabinets and new TV. T","Restaurants, bars, close to downtown, neighborhood feel. City Park is the largest park in Denver and is close by. The neighborhoods of Uptown, RiNo and Downtown are all close by.",2,2,2,6,175,85,145,5,3,2.5,House,Entire home/apt,39.75147,-104.97526,80205,100_200,2.24303804868629,central,88,1,3
259,Prepare to be charmed by the exposed brickwork and quirky decor of this lovely historic home that once sheltered horses in the late 1800s. It's been featured in Architectural Digest online as Colorado's most unique and beautiful Airbnb property.,Prepare to be charmed by the exposed brickwork and quirky decor of this lovely historic home that once sheltered horses in the late 1800s. It's been featured in Architectural Digest online as Colorado's most unique and beautiful Airbnb property.,"Denver's oldest neighborhood is picture-perfect. It's nestled between Welton Street and hip RiNo, with its craft breweries and restaurants. It's about one mile to Denver's 16th Street Mall and one block from Curtis Park with its public outdoor pool.",3,10,18,222,135,30,250,3,1,1.0,Guesthouse,Entire home/apt,39.7595,-104.97393999999998,80205,100_200,2.13033376849501,central,72,0,2
269,"3 Bedroom, 2 Full Bath located in the best neighborhood in Denver.  3 Blocks from Shops and Restaurants and only a 5 minute Uber ride to downtown. Ride Bikes to Broncos Stadium.  20 Min Uber drive to Red Rocks. Walking distance to Lakes, Breweries, Great Shops and Restaurants. This house sleeps 7 and has all the  updates you could want in an older home. Full surround Sonos Speakers, Wifi, Amazon Prime, Netflix, Hulu and HBOGO. Our outdoor space has a turf lawn, hot tub and patio with a BBQ.","3 Bedroom, 2 Full Bath located in the best neighborhood in Denver.  3 Blocks from Shops and Restaurants and only a 5 minute Uber ride to downtown. Ride Bikes to Broncos Stadium.  20 Min Uber drive to Red Rocks. Walking distance to Lakes, Breweries, Great Shops and Restaurants. This house sleeps 7 and has all the  updates you could want in an older home. Full surround Sonos Speakers, Wifi, Amazon Prime, Netflix, Hulu and HBOGO. Our outdoor space has a turf lawn, hot tub and patio with a BBQ. Location is prime. We are in the heart of the Highlands, only 3 blocks from Highlands Square.  3 bedrooms and 2 baths, updated, modern kitchen, open floor plan, playroom for kids, patio with grill and yard, gas fireplace, 4-Person hot tub and lots of light. Sonos Sound System, Apple Computer, Netflix, Amazon Prime, HBO GO, DVD/Blueray Player, Basic Cable, Hot Tub, Spices, Lots of Cooking Utensils, Stocked Pantry, Washer and Dryer, WiFi, Swamp Cooler, Jura Coffee/Expresso Machine, Vitamix. Via Email","Our home is walking distance to great restaurants (Sushi, Pizza, Italian, Ramen, Indian, Mexican), bars, Core Power Yoga, LuLu Lemon,  Orange Theory, Broncos Stadium, running, beauty salons, dry cleaners, nail salons,  farmers market, wine & cheese shop, ice cream and much more.",7,12,18,18,375,180,300,7,3,2.0,House,Entire home/apt,39.7601,-105.03478999999999,80211,200_or_more,2.57403126772772,northwest,72,1,4
281,"Cozy bungalow walking distance to the popular Tennyson St., full of restaurants, bars, playgrounds, parks, lakes to walk around, and more. Easy access to I-70 to get into the mountains! Big backyard with furniture and home-made sandbox! Plenty of kids' toys. In the summer the house is cooled with an evaporative cooler and in the winter forced heat. We have 2 sweet cats, if you care for them we'll take more off the price or we can bring someone in for that. Let us know!","Cozy bungalow walking distance to the popular Tennyson St., full of restaurants, bars, playgrounds, parks, lakes to walk around, and more. Easy access to I-70 to get into the mountains! Big backyard with furniture and home-made sandbox! Plenty of kids' toys. In the summer the house is cooled with an evaporative cooler and in the winter forced heat. We have 2 sweet cats, if you care for them we'll take more off the price or we can bring someone in for that. Let us know! This is a cozy home with a great back yard. We would love the opportunity for you to experience the charm of this home and neighborhood. You will have access to the entire home. Our house is one block from a bus stop, and we have plenty of parking, in the drive way and on the street. As mentioned, we have two cats, Fanny & Ollie. Both are about 8 years old so pretty chill. They will sleep with you so if you don't like that close the doors! Warning, the darker one will meow all over your face at night so unless you like t",0,3,3,3,3,125,150,200,9,3,2.0,House,Entire home/apt,39.78649,-105.03976000000002,80212,100_200,2.0969100130080602,northwest,87,1,4
300,"52"" LCD TV & 6.1 surround sound w/ Chromebook hookup for Netflix and Hulu Sleep Number queen bed Private deck with grill, fireplace, and outdoor lighting 24hr, code-key entry Dimmable lighting throughout Fully-equipped kitchen Samsung washer and dryer --- Unique, 950 sq ft, 1 bedroom/1 bath home in highly desirable Washington Park, minutes from downtown Denver complete with quality amenities, two-tier private deck, two gas fireplaces, a queen-size Sleep Number bed and fully-equipped kitchen.","52"" LCD TV & 6.1 surround sound w/ Chromebook hookup for Netflix and Hulu Sleep Number queen bed Private deck with grill, fireplace, and outdoor lighting 24hr, code-key entry Dimmable lighting throughout Fully-equipped kitchen Samsung washer and dryer --- Unique, 950 sq ft, 1 bedroom/1 bath home in highly desirable Washington Park, minutes from downtown Denver complete with quality amenities, two-tier private deck, two gas fireplaces, a queen-size Sleep Number bed and fully-equipped kitchen. Overview This home was created for comfort. Furnished and customized by the owners for the owners, now our guests will enjoy it! Guests enter through the back privacy gate to access the electronic code lock. You can drop your bags in the foyer as you take in the dark wood kitchen, the extra large suede sofa has a second queen pull-out bed. The comfortable living area was developed for movie, TV, and music entertainment.  The kitchen is fully equipped with every modern convenience the culinary artis","Washington (Wash) Park is one of the trendiest neighborhoods in central Denver. Perfect for families, couples, friends, and those wanting to be within easy access to downtown.  Our home is blocks away from Washington Park, spacious and energetic, the park boasts paddle boats on a large duck pond, walking and running trails, a playground and friendly games of flag football, volleyball and soccer in the summer.  The home is less then a mile from Whole Foods and within easy walking distance of several restaurants. Nearby lively South Broadway - a vivacious street on warm summer nights lined with hip restaurants, bars and the best ice cream in town! A perfect place for a Saturday night stroll.  Don't forget to check out Lucile's for some of the best creole-style brunch in town only two blocks from home. See our ""Neighborhood Map"" for full details on nearby sights!",0,10,10,10,145,85,236,4,1,1.0,House,Entire home/apt,39.7124,-104.97808,80209,100_200,2.1613680022349797,south,80,1,0
304,"Single family home Downtown! Location can't be beat; minutes walk from Rosenberg's, Birdcall, Cervantes, the Welton & 26th Light-rail station, and much more! Large yard and ample street parking.","Single family home Downtown! Location can't be beat; minutes walk from Rosenberg's, Birdcall, Cervantes, the Welton & 26th Light-rail station, and much more! Large yard and ample street parking.",0,3,3,3,3,150,50,0,3,1,1.0,House,Entire home/apt,39.75415,-104.97627,80205,100_200,2.17609125905568,central,87,1,4
321,"Amazing location walking distance: 1 block to Cheesecake Factory, 1 block to the 16th street mall (Capital Grill, Free Mall shuttle), 1 block to Writers Square (Starbucks, Crepes, and Sushi) Coors Field, Sport Authority Field (Broncos) and Pepsi CenterStadium (Avalanche,Nuggets,and Mammoths) Fillmore and Ogden. Ask about renting Camping Gear I have everything you might need top quality!  ASK ABOUT ride to the mountain to ski for a small fee.  CHEAPER THAN rental and UBER","Amazing location walking distance: 1 block to Cheesecake Factory, 1 block to the 16th street mall (Capital Grill, Free Mall shuttle), 1 block to Writers Square (Starbucks, Crepes, and Sushi) Coors Field, Sport Authority Field (Broncos) and Pepsi CenterStadium (Avalanche,Nuggets,and Mammoths) Fillmore and Ogden. Ask about renting Camping Gear I have everything you might need top quality!  ASK ABOUT ride to the mountain to ski for a small fee.  CHEAPER THAN rental and UBER My place is on the 7th floor with City and mountain views. The place provides a doorman so when you order food it is delivered all the way to the 7thth floor. Full gym with racket ball court and basketball court and tennis court and half sized rubber track. Full barbecue area with cabanas and fire pit. *** There is no private parking available as part of this reservation. Nearby public parking is available as a separate cost.  Basically just leave the place as you found it and be tidy :) All guests must be over the age","This is in a safe area downtown, and you are right in the thick of all the action. Larimer Square is two blocks away with the the best clubs, restaurants, wine bars, and speakeasies in the area! 16th street is literally parallel with all the restaurant, bars, and entertainment you could ask for! Located near the Pepsi center, Convention center, Union station and much more.",14,14,14,14,76,20,0,2,1,1.0,Condominium,Private room,39.75108,-104.99622,80202,under_100,1.8808135922807898,central,76,6,1
335,"House has large kitchen, and great outdoor space with garden, grill, outdoor eating and lounge areas, pergola. Netflix / HBO / Hulu. Located 2 blocks from beautiful Sloan's Lake and 2 miles from downtown Denver. Walking distance to restaurants on 32nd Ave and close to hip Tennyson district.","House has large kitchen, and great outdoor space with garden, grill, outdoor eating and lounge areas, pergola. Netflix / HBO / Hulu. Located 2 blocks from beautiful Sloan's Lake and 2 miles from downtown Denver. Walking distance to restaurants on 32nd Ave and close to hip Tennyson district. Enjoy the Colorado sunshine on the large patio and garden area. Play on the foosball table and eat under the pergola. Access to whole house. I will not be home, and available only intermittently. 2 blocks from Sloan's Lake with tennis and basketball courts. Tennyson shops and 32nd St. shops a few blocks away. Free and ample street parking. Denver Business Number (Phone number hidden by Airbnb) BFN (Phone number hidden by Airbnb)",2 blocks from Sloan's Lake with tennis and basketball courts. Tennyson shops and 32nd St. shops a few blocks away.,5,13,18,20,98,40,0,4,2,1.0,House,Entire home/apt,39.755959999999995,-105.03952,80212,under_100,1.99122607569249,northwest,72,1,3
338,"Victorian home with modern amenities located near Washington Park and Old South Pearl Street.  This home is conveniently located for travelers looking to easily access downtown Denver, the convention center and the Rocky Mountains.  The neighborhood boasts many shops and restaurants including a Whole Foods and Sprouts.  There are multiple transportation choices including the Light Rail, a B-Cycle station and I-25 within a few blocks.","Victorian home with modern amenities located near Washington Park and Old South Pearl Street.  This home is conveniently located for travelers looking to easily access downtown Denver, the convention center and the Rocky Mountains.  The neighborhood boasts many shops and restaurants including a Whole Foods and Sprouts.  There are multiple transportation choices including the Light Rail, a B-Cycle station and I-25 within a few blocks. The house blends an industrial and modern feel into an older home.  There are wood floors throughout, a beautiful steel staircase, cement counters and stainless appliances in the kitchen.  There are two bedrooms downstairs that share a full bath.  Both of the rooms have full beds. The master bedroom is upstairs and separated from the rest of the house yet has open access similar to a loft.  This room has one king bed and a full bath.  There are four televisions in the home, one in the upstairs bedroom, one in each of the downstairs bedrooms and one in the","Platte Park is the neighborhood directly to the west of Washington Park in Denver.  It is an old neighborhood with a lot of bungalows, victorians, and Denver squares.  Just around the corner from my home is a bar and restaurant called Lincolns Roadhouse. They have good burgers and fries if you need a quick bite or drink and offer free live music on the weekends. There is also a stretch of restaurants and bars just a few blocks to the south on what is called Old South Pearl St.  There is a good coffee shop. great sushi place, and other shopping across that few block stretch.  There are a couple of breweries within walking distance as well.",9,9,9,9,234,70,400,6,3,2.0,House,Entire home/apt,39.69475,-104.98092,80210,200_or_more,2.36921585741014,south,81,1,2
344,"Amazing location Walking distance: 1 block to Cheesecake Factory, 1 block to the 16th street mall  (Free Mall shuttle), 1block to Writers Square (Starbucks, Crepes, and Sushi) Coor Field, Sport Authority Field and Pepsi Stadium.SKI MOUNTAINS 1HR AWAY I also have camping gear available to rent. Top quality high end brands!!! Clamping gear available as well.","Amazing location Walking distance: 1 block to Cheesecake Factory, 1 block to the 16th street mall  (Free Mall shuttle), 1block to Writers Square (Starbucks, Crepes, and Sushi) Coor Field, Sport Authority Field and Pepsi Stadium.SKI MOUNTAINS 1HR AWAY I also have camping gear available to rent. Top quality high end brands!!! Clamping gear available as well. There is no private parking available as part of this reservation. Nearby public parking is available as a separate cost.  Basically just leave the place as you found it and be tidy :) All guests must be over the age of 18. The doormen are really nice people, but relay any questions to myself about the building or the area. Feel free to use the living space as you desire to watch tv or make a meal and enjoy it on the table with the gorgeous city view. You can use the kitchen as you need to cook or if you need to store food in the fridge. I'll have a free space in the fridge for you. There are no pets allowed in the building per the H","This is in a safe area downtown, and you are right in the thick of all the action. Larimer Square is two blocks away with the the best clubs, restaurants, wine bars, and speakeasies in the area! 16th street is literally parallel with all the restaurant, bars, and entertainment you could ask for! Located near the Pepsi center, Convention center, Union station and much more.",4,4,4,4,168,65,0,8,2,1.0,Condominium,Entire home/apt,39.75142,-104.99529,80202,100_200,2.2253092817258597,central,86,6,1
371,"Beautiful 3 story, 4 bedroom/2.5 bath family home.  Perfect for your family and groups.   Kid friendly, easy access to Broadway/Lincoln area, and walking distance to all Denver has to offer.","Beautiful 3 story, 4 bedroom/2.5 bath family home.  Perfect for your family and groups.   Kid friendly, easy access to Broadway/Lincoln area, and walking distance to all Denver has to offer. Charming Denver square home perfect for the holidays! Many sleeping bedroom options available for your family to spread out throughout the house. 2 large tv rooms for football watching and family gathering. You will have full access to laundry, stocked kitchen (including place settings for up to 20 guests), 4 bikes, stroller and child amenities available upon request. We will be gone while you are staying in our home. 5 minute walk to light rail (E line), one block to Lincoln/Broadway bus, and bikes available upon request. We prefer a 2-3 night minimum No parties allowed  Denver STR License numb (Phone number hidden by Airbnb)",0,1,1,1,7,225,125,0,10,4,2.5,House,Entire home/apt,39.71349,-104.9856,80209,200_or_more,2.3521825181113596,south,89,1,3
377,"Bright remodeled condo situated in the heart of the trendy Capitol Hill/Governors Park neighborhoods. The condo is updated with modern finishes but still has a historic feel in a 1950s building. The central location is within walking distance to several great bars, restaurants, grocery stores and dispensary. Cheesman Park and the Denver Botanical Gardens are within walking distance.  It's a quick $10 Uber to anywhere around downtown.    A quiet neighborhood but close to all Denver has to offer.","Bright remodeled condo situated in the heart of the trendy Capitol Hill/Governors Park neighborhoods. The condo is updated with modern finishes but still has a historic feel in a 1950s building. The central location is within walking distance to several great bars, restaurants, grocery stores and dispensary. Cheesman Park and the Denver Botanical Gardens are within walking distance.  It's a quick $10 Uber to anywhere around downtown.    A quiet neighborhood but close to all Denver has to offer. This is a remodel top floor corner unit in a 1950s condo building with lots of charm. The entire condo There is a smart lock on the door and keypad to enter the building.  No keys are needed. The location is great and within walking distance to several bars & restaurants including Pablo's coffee shop, Angelo's Italian, and Dons Tavern.  If you are into biking, the cherry creek bike path is a short distance away. If parks and flowers are your thing, Cheesman Park and the Denver Botanical Gardens","The location is great and within walking distance to several bars & restaurants including Pablo's coffee shop, Angelo's Italian, and Dons Tavern.  If you are into biking, the cherry creek bike path is a short distance away. If parks and flowers are your thing, Cheesman Park and the Denver Botanical Gardens are within walking or short bike",9,9,9,9,80,60,150,2,1,1.0,Condominium,Entire home/apt,39.72681,-104.97865,80203,under_100,1.9030899869919398,central,81,6,7
379,"Amazing location~ ENTIRE HOUSE....Walk to Sloan's Lake, 1.5 miles Downtown/ 2 HUGE bedrooms, each with PRIVATE bathrooms, + 1/2 bath, hardwood floors, high ceilings, Large back deck w/GAS BBQ; gourmet kitchen, gas fireplace,  3 bikes, 2 car Garage","Amazing location~ ENTIRE HOUSE....Walk to Sloan's Lake, 1.5 miles Downtown/ 2 HUGE bedrooms, each with PRIVATE bathrooms, + 1/2 bath, hardwood floors, high ceilings, Large back deck w/GAS BBQ; gourmet kitchen, gas fireplace,  3 bikes, 2 car Garage Entire 2 bedroom/ 2.5 bath home for guest use, 2 stories, includes Laundry in basement (ask about extra sleeping in basement too) . Each bedroom has its own private master en suite. Hardwood floors, Pet friendly, Open floor plan, gas fireplace, nice fully fenced private back yard with Large deck, GAS BBQ grill, 2 car garage, HUGE Gourmet Kitchen! Front bedroom with balcony, views of Sloan's Lake. Great neighborhood. Walk to Lake, Sports Authority Field, close to downtown Denver. The entire home, including laundry, 2 car detached garage, 3 bikes for guest use. Back yard has large deck and large Gas BBQ grill. Fully fenced yard. Close to downtown, Sloan's lake, Broncos at Sport's Authority Field, Coors field, Red Rocks Amphitheatre I am availab","Lovely tree lined street. People walking their dogs to Sloan's lake park. Everyone is friendly and active. 1 mile to Sports Authority field and 1.5 miles to downtown Denver, but the lake is lovely and quiet and you can stroll the paths and enjoy the tranquility of the area. Family friendly neighborhood. Tennis courts, basketball courts, and children playground areas around the lake- as well as BBQ pits and picnic benches.",0,1,1,195,180,135,250,7,2,2.5,Townhouse,Entire home/apt,39.747370000000004,-105.03742,80211,100_200,2.25527250510331,northwest,89,5,0
