,summary,description,neighborhood_overview,availability_30,availability_60,availability_90,availability_365,price,cleaning_fee,security_deposit,accommodates,bedrooms,bathrooms,property_type,room_type,latitude,longitude,zipcode,price_bin,Log_Price,areas,Reservations_In_Next_90_Days,types,nlp_topic
3528,"Large master bedroom on upper floor of townhouse. Fully furnished with comfortable queen bed, antique dresser, desk and chair.  Private ensuite bathroom and a large closet with mirrored doors completes the room!","Large master bedroom on upper floor of townhouse. Fully furnished with comfortable queen bed, antique dresser, desk and chair.  Private ensuite bathroom and a large closet with mirrored doors completes the room! These pictures are not for the room being rented, which is currently occupied (and she's messy, so I can't get photos until she moves out).  The room is actually nicer than the one listed, and with better furniture.  I will update pictures as soon as she vacates and I've cleaned (December 8th).  The room has two large closets but one will be used by me for storage. Your room and bathroom are your own.  Top floor has 2 rented rooms -- both are masters suites, so everything is self-contained.  Main floor is shared -- living room, dining area, kitchen and half bath.  Ground floor is mine (bedroom, bathroom, office) except the laundry, which is shared.  Since the laundry is right next to my bedroom, I do ask that you let me know when you are going to do laundry.  No laundry after 9","Lots of great Vietnamese and Mexican restaurants nearby.  Quiet townhouse location, centrally located only 15 minutes from downtown Denver.",21,51,54,252,25,20,400,1,1,1.5,Townhouse,Private room,39.68782,-105.03165,80219,under_100,1.3979400086720402,south,36,5,0
3529,"Contemporary townhome built in 2018. Private bedroom, full bathroom, and closet. Enjoy access to rooftop terrace with grill/smoker, drink cooler, outdoor sofa seating around a fire pit and outdoor dining area.","Contemporary townhome built in 2018. Private bedroom, full bathroom, and closet. Enjoy access to rooftop terrace with grill/smoker, drink cooler, outdoor sofa seating around a fire pit and outdoor dining area. Private bedroom located on the third floor can be accessed via stairs through the shared, main door entrance. Bedroom has its own private a full bathroom (shower/tub), queen size bed (air mattress also available upon request), closet with hangers, and a TV with rook streaming device, access to Amazon Prime, SlingTV & Netflix is provided. Guest Access:  1st Floor- shares main door entrance  2nd Floor- Kitchen available upon request and/or stays with minimum 5 nights. 3rd Floor- Laundry Room (upon request)- Washer/Dryer available for small fee (detergent and dryer sheets provided). Bedroom (Private)- the third door on your left once you arrive on the 3rd floor 4th Floor- Rooftop deck /terrace, additional fee for use of propane tank or charcoal I will be available to offer help thro","Great location in the North City Park neighborhood of Denver:  Minutes to City Park, the Denver Zoo, the Denver Nature & Science Museum. 10 minutes from the Denver Botanical Gardens and Congress Park. Easy access to I-70!",3,4,4,4,32,25,250,4,1,1.5,Townhouse,Private room,39.75936,-104.94495,80205,under_100,1.5051499783199098,central,86,5,0
3531,"Get off the plane and come chill in this cute and cozy room in a 4br home that’s a quick drive from the airport.  Features a super comfy pillow top queen mattress, free WiFi, Roku with free Netflix, washer/dryer, parking.  Shared bathroom with full access to anything you like in the kitchen. ***Before booking please see  “other things to note” and please understand that common areas are NOT included in your cleaning fee. They are the responsibility of everyone in the house.  Thank you","Get off the plane and come chill in this cute and cozy room in a 4br home that’s a quick drive from the airport.  Features a super comfy pillow top queen mattress, free WiFi, Roku with free Netflix, washer/dryer, parking.  Shared bathroom with full access to anything you like in the kitchen. ***Before booking please see  “other things to note” and please understand that common areas are NOT included in your cleaning fee. They are the responsibility of everyone in the house.  Thank you This is a 4br home that I manage but do not live in. There is a couple in their early twenties who live here. They have 2 medium size dogs that are allowed in the living room but if you have an issue with dogs you can let them know and they will restrict them.  The other 3 bedrooms are Airbnb rooms so if you need more than one room let me know. These 3 rooms also all share one bathroom.  Again the cleaning fee is for the linens and your bedroom ONLY. We do not have a house keeper or the time to clean up a",0,30,60,89,89,38,20,0,3,1,1.0,House,Private room,39.77967,-104.76776,80249,under_100,1.57978359661681,northeast,1,1,0
3532,"Fully remodeled with high-end modern finish throughout. Open-concept design, 2 bedrooms on the 2nd floor, with a bedroom on the main level. Lots of natural daylight inside, and a spacious 2-car garage. The home is in a friendly neighborhood community, close to shopping centers, parks and recreation. Located within 2.5 miles of Denver University, within 1.6 miles of Englewood lightrail station, and  15 minutes by lightrail to Downtown Denver. Only minutes from Swedish, Porter and Craig Hospitals","Fully remodeled with high-end modern finish throughout. Open-concept design, 2 bedrooms on the 2nd floor, with a bedroom on the main level. Lots of natural daylight inside, and a spacious 2-car garage. The home is in a friendly neighborhood community, close to shopping centers, parks and recreation. Located within 2.5 miles of Denver University, within 1.6 miles of Englewood lightrail station, and  15 minutes by lightrail to Downtown Denver. Only minutes from Swedish, Porter and Craig Hospitals Broadway is just minutes away, with nightlife, dining and shopping.  Some great restaurants: Brutal Poodle, La Cour Bistro and Art Bar, Adelitas, Maria Empanadas are all excellent.  Swedish, Porter and Craig hospitals are very close.","Broadway is just minutes away, with nightlife, dining and shopping.  Some great restaurants: Brutal Poodle, La Cour Bistro and Art Bar, Adelitas, Maria Empanadas are all excellent.  Swedish, Porter and Craig hospitals are very close.",13,41,64,64,129,99,0,8,3,2.0,House,Entire home/apt,39.66838,-104.99298999999999,80110,100_200,2.1105897102992497,central,26,1,4
3534,"Updated charming house in Sunnyside/highlands - your space: 800 s ft. main floor of house, hardwood, 1 queen and 1 double/full futon bed  - Ask abt furnishing - 2 rooms/1 updated bath, living, kitchen - backyard limited or no access til garage apartment is completed ~11/20/19 (ask) - street park (garage or driveway negotiable) -read all photo descriptions for clarity - guests may be on lower floor (pls ask if kitchen shared) - air mattress avail by upfront request Laundry room downstairs shared","Updated charming house in Sunnyside/highlands - your space: 800 s ft. main floor of house, hardwood, 1 queen and 1 double/full futon bed  - Ask abt furnishing - 2 rooms/1 updated bath, living, kitchen - backyard limited or no access til garage apartment is completed ~11/20/19 (ask) - street park (garage or driveway negotiable) -read all photo descriptions for clarity - guests may be on lower floor (pls ask if kitchen shared) - air mattress avail by upfront request Laundry room downstairs shared Updated gorgeous house in adorable Sunnyside / highlands neighborhood!  - your space: 800 s ft. w/ hardwood; main floor of bungalow house with front patio and front yard - Ask abt furnishing - 2 rooms/1 updated bath, living, kitchen - backyard may be limited or no access til back garage apartment is completed (in construction) ~11/15/19 (ask) - street park (garage or driveway negotiable) (ask) -read all photo descriptions for clarity - guests may be on lower floor (pls ask if kitchen shared) - a","Highlands, Lohi, Berkeley, Tennyson shops neighborhoods nearby; a short drive or bike to downtown",14,44,74,349,75,0,0,7,2,1.0,House,Entire home/apt,39.78054,-105.02129,80211,under_100,1.8750612633917,northwest,16,1,2
3538,"Welcome to this contemporary and wonderfully appointed 2 bedroom townhouse in the Sloan's Lake neighborhood. The house comfortably accommodates up to 4 guests and there is one garage parking space big enough for a sedan. The home has a fantastic location and is walking distance to Sloan's Lake, Mile High Stadium (home of the Broncos), and Jefferson Park. There is a private roof deck that is perfect for enjoying Denver's sunny days and pleasant nights. This home is ideal for families or friends.","Welcome to this contemporary and wonderfully appointed 2 bedroom townhouse in the Sloan's Lake neighborhood. The house comfortably accommodates up to 4 guests and there is one garage parking space big enough for a sedan. The home has a fantastic location and is walking distance to Sloan's Lake, Mile High Stadium (home of the Broncos), and Jefferson Park. There is a private roof deck that is perfect for enjoying Denver's sunny days and pleasant nights. This home is ideal for families or friends. This two bedroom townhouse accommodates up to four guests and has a contemporary design and fantastic layout. The entrance to the house has a mudroom and area for shoes and outerwear. There is an entrance to the attached garage, which is large enough for a sedan, on the first floor. The second floor of the house is an open concept that is made up of the kitchen, dining room, and living room. The kitchen is recently remodeled and has stainless steel appliances, a large island with seating, and pl","Sloan's Lake is one of the more popular neighborhoods in Denver. Sloan's Lake has a biking and running track that is approximately 2.5 miles long and is always popular on nice days. Mile High Stadium, the home of the Denver Broncos, is another attraction that makes the neighborhood so vibrant. Both Sloan's Lake and Mile High Stadium are 0.4 miles from the house and very walkable on nice days. Sloan's Lake is also easily accessible to other nearby neighborhoods including Lower Downtown (LoDo), Jefferson Park, Lower Highlands (LoHi), Berkeley, and West Highlands.",19,47,75,106,122,150,300,4,2,2.5,Condominium,Entire home/apt,39.7448,-105.03137,80204,100_200,2.0863598306747497,central,15,6,0
3539,"Newly built community. We have a friendly English Bulldog in the living room area. Self check-in, once you enter through the main door, go up the stairs, to the right and next to the laundry room you will find your room. You can use everything in that room, the bathroom and the laundry room. Use of all kitchen electronics. We provide toiletries, towels and linens. Non 420 friendly. 10 minutes away from DIA and shopping centers. Se habla espanol. License number (Phone number hidden by Airbnb) BFN (Phone number hidden by Airbnb)","Newly built community. We have a friendly English Bulldog in the living room area. Self check-in, once you enter through the main door, go up the stairs, to the right and next to the laundry room you will find your room. You can use everything in that room, the bathroom and the laundry room. Use of all kitchen electronics. We provide toiletries, towels and linens. Non 420 friendly. 10 minutes away from DIA and shopping centers. Se habla espanol. License number (Phone number hidden by Airbnb) BFN (Phone number hidden by Airbnb) This is our primary residence, we are mostly in the living room or office area. If you need us feel free to come to us. And if we are in the living room please feel free to use the kitchen any time as you need it. You can park in front of the house without any problems. Available via phone, email or text any time you need it. Is a nice neighborhood, very family like. Is 10 minutes away from DIA (airport), highway I-70 and I-225 are less than 5 minutes away. There","Is a nice neighborhood, very family like. Is 10 minutes away from DIA (airport), highway I-70 and I-225 are less than 5 minutes away. There is a beer garden, shopping center (HomeDepot, Ross, BestBuy, Starbucks, etc), grocery stores. Non 420 friendly.",18,37,66,154,28,0,0,2,1,1.0,Townhouse,Private room,39.77088,-104.75421999999999,80249,under_100,1.44715803134222,northeast,24,5,3
3542,"Enjoy open floor plan on the main floor, access to full size garage and laundry on the bottom level and private large bedrooms and full bathrooms upstairs.  Amazing access to East Bridge Stapleton","Enjoy open floor plan on the main floor, access to full size garage and laundry on the bottom level and private large bedrooms and full bathrooms upstairs.  Amazing access to East Bridge Stapleton Supermarket and amenities within a 2 min walk.  Enjoy Catavalia, Los Chingones and HashTag, some of Denver's most celebrated Chefs Available via email or text upon confirmed reservation. All the best things about Stapleton, with a little more privacy. Take the bridge over Westerly Creek, and you’ll find yourself in a Denver neighborhood that showcases a mix of homes, dining, shopping and views from Longs Peak to Pikes Peak. Stroll to the F-15 pool, the Central Park Recreation Center and the Bluff Lake Nature Center. Or hop on a cruiser and grab dinner in the Eastbridge Town Center. The neighborhood’s proximity to Anschutz Medical Campus  and DIA makes it popular among healthcare professionals and those commuting in and out of Denver. A walk away to Eastbridge shopping and dining.  Transport i","All the best things about Stapleton, with a little more privacy. Take the bridge over Westerly Creek, and you’ll find yourself in a Denver neighborhood that showcases a mix of homes, dining, shopping and views from Longs Peak to Pikes Peak. Stroll to the F-15 pool, the Central Park Recreation Center and the Bluff Lake Nature Center. Or hop on a cruiser and grab dinner in the Eastbridge Town Center. The neighborhood’s proximity to Anschutz Medical Campus  and DIA makes it popular among healthcare professionals and those commuting in and out of Denver.",5,32,62,151,175,0,0,5,2,2.5,Townhouse,Entire home/apt,39.75932,-104.86827,80238,100_200,2.24303804868629,northeast,28,5,2
3543,"Sunny, cozy private room in an apartment on a quiet block in Park Hill. Walking distance to great bars and restaurants on Colfax, and a short bus or drive to downtown, RiNo, Highlands, and other areas in Denver","Sunny, cozy private room in an apartment on a quiet block in Park Hill. Walking distance to great bars and restaurants on Colfax, and a short bus or drive to downtown, RiNo, Highlands, and other areas in Denver This room is in a 1st floor unit (2BR/1B) and is furnished with queen bed. SHARED bathroom, living, kitchen and laundry (washer is $1.50 per load and dryer is $1 per load. Tide pods are available under the kitchen sink, and I have plenty of quarters of you need them. I will add them to the cost of the stay). Walking distance to Mayfair Park, and very convenient drive to downtown Denver. The room has a bed and closet. Comforters and sheets are changed/washed all the time, may vary from pictures. Has a limited space on main entry, may not be conducive for people with mobility issues. Bath towels are in the closet. The access to this room is via the main entrance to the apartment complex and the entrance to the unit itself. Kitchen has a french press and coffee grinder, as well as",0,10,13,13,280,43,20,0,2,1,1.0,Apartment,Private room,39.73879,-104.91928,80220,under_100,1.6334684555795902,east,77,2,7
3553,"This 6 bedroom + office, 5 bath custom home is blocks to/from the light rail, DU's Magness Arena,  and many stores and restaurants! Gorgeous gourmet kitchen with Australian black granite, natural maple cabinets and two dishwashers for convenience. The top-of-the-line finishes are everywhere! The incredibly spacious master has its own private balcony!  Rooms get plenty of light from giant windows. Cribs, high chairs, play area & more if you needA ping pong table, weights and a treadmill ta boot!","This 6 bedroom + office, 5 bath custom home is blocks to/from the light rail, DU's Magness Arena,  and many stores and restaurants! Gorgeous gourmet kitchen with Australian black granite, natural maple cabinets and two dishwashers for convenience. The top-of-the-line finishes are everywhere! The incredibly spacious master has its own private balcony!  Rooms get plenty of light from giant windows. Cribs, high chairs, play area & more if you needA ping pong table, weights and a treadmill ta boot! A privately located study is off the front door. The powder room has unique teak and holly wood on the walls which is normally used on sailboats and yachts. The steps to upstairs wrap around a curved wall with art nook. The master suite has vaulted ceilings, skylights, a large private patio and a two-way gas fireplace. The master bath features a steam shower and soaking tub. There are two other bedrooms and a shared bath on the upper level. There are laundry rooms both upstairs and in the main l","Close to I-25, Washington Park, and the Light Rail, the DU neighborhood is one of the best locations in Denver. The DU neighborhood's biggest claim to fame is the fact that it houses the University of Denver's sprawling, 125-acre campus. But, the neighborhood is also home to eclectic eateries, local coffee shops, dive bars, and of course, a brewery. Lots of breakfast, lunch, and dinner spots to choose from.",0,0,0,0,550,299,0,16,7,4.5,House,Entire home/apt,39.68302,-104.9673,80210,200_or_more,2.74036268949424,south,90,1,0
3556,"Centrally located to Denver’s hottest spots in the trendy Berkeley neighborhood. 10 min drive to Downtown. Minutes to Highlands, Sloans Lake & Edgewater. Easy access to I-70 for a day in the mountains. Walk to Tennyson St. - Artisan shops & delicious food. Liquor store & dispensary a few blocks north.","Centrally located to Denver’s hottest spots in the trendy Berkeley neighborhood. 10 min drive to Downtown. Minutes to Highlands, Sloans Lake & Edgewater. Easy access to I-70 for a day in the mountains. Walk to Tennyson St. - Artisan shops & delicious food. Liquor store & dispensary a few blocks north. Stylish & Thoughtfully Renovated 1890’s Townhouse - Rustic Modern decoration.  It has everything you need for a comfortable and fun stay!   Fast WiFi Smart TV with and Netflix! Garage Parking Front Porch & Back Patio I'm a phone call or text message away! Centerally located in Denver, Colorado, United States. Tucked in Northwest Denver, the Berkeley neighborhood is a charming and lively spot, close enough to downtown to be convenient but far enough away to feel like its own close-knit community.  Along Tennyson Street between West 44th Avenue and West 38th Avenue, you'll find a host of fun places to visit, such as the Denver Cat Company, a feline-friendly lounge that serves coffee, pastri","Centerally located in Denver, Colorado, United States. Tucked in Northwest Denver, the Berkeley neighborhood is a charming and lively spot, close enough to downtown to be convenient but far enough away to feel like its own close-knit community.  Along Tennyson Street between West 44th Avenue and West 38th Avenue, you'll find a host of fun places to visit, such as the Denver Cat Company, a feline-friendly lounge that serves coffee, pastries and bagels, as well as plenty of coffee shops (like Downpours Coffee and Allegro Coffee Roasters Tennyson). Quaint boutiques there include Inspyre, Your Sliding Scale and Ooh! Aah! Jewelry. BookBar is a quaint, independent book store and wine bar with comfy lounge areas to curl up with a good book and a glass of wine. There's even a spot in the area just for men. Spruce provides male grooming and style needs and was one of two Colorado startups among the 10 chosen to participate in TechStar's retail accelerator program in June. The program is meant t",9,19,30,30,65,90,100,2,1,1.0,House,Entire home/apt,39.774159999999995,-105.05175,80212,under_100,1.8129133566428601,northwest,60,1,4
3558,"Enjoy ~1,000 sq ft of space in a private unit (separate entrance) that is walking distance to the Tennyson strip!  Close to Regis, Highlands, and Downtown!","Enjoy ~1,000 sq ft of space in a private unit (separate entrance) that is walking distance to the Tennyson strip!  Close to Regis, Highlands, and Downtown! - Owners plus two adorable dogs live upstairs, so you can expect to hear some pitter patter of paws now and then - but, don't worry, they love to nap so will mostly be very quiet! - The kitchen in the unit has not yet been fully built-out, so for now you will have access to use of a microwave and full-sized refrigerator. - Keurig coffee machine and mugs will be ready to roll upon your arrival (we'll pre-stock the setup with two K-cups per morning based on the duration of your stay with us). During your stay we can be reached via phone or email. The Berkeley / Regis neighborhood is a unique spot with a neighborhood feel, but close to bustling city life.  Our home is located with quick access to I-70. Street parking is available, Uber/Lyft's are plentiful, scooters are usually readily accessible somewhere within walking distance!","The Berkeley / Regis neighborhood is a unique spot with a neighborhood feel, but close to bustling city life.  Our home is located with quick access to I-70.",29,45,74,74,85,50,500,2,1,1.0,Guest suite,Entire home/apt,39.78496,-105.04088999999999,80212,under_100,1.9294189257142902,northwest,16,3,4
3560,"This cottage house is in a remodeled historic one room church, located on the same property just behind our main home.  It is so special.  Original hard wood floors, vaulted ceilings, antique style fans, brand new kitchen, classic bathroom with clawfoot tub.  Couch with smart tv.  It is located near mass transit, breweries, ice cream, coffee shops, restaurants, parks, and main highways.","This cottage house is in a remodeled historic one room church, located on the same property just behind our main home.  It is so special.  Original hard wood floors, vaulted ceilings, antique style fans, brand new kitchen, classic bathroom with clawfoot tub.  Couch with smart tv.  It is located near mass transit, breweries, ice cream, coffee shops, restaurants, parks, and main highways. The space is completely private.  It is a separate structure from our main home with private patio and parking. Guests can access cottage, private patio, and parking. We live in the house up front and work Monday - Thursday 9-5 downtown.  But we are mostly available in the mornings and evenings.  Guests have complete privacy, but are welcome to come and spend time with us if they want. Our neighborhood is very unique in that it is very centrally located.  Close to beautiful parks, breweries, restaurants, cafe's, and public transit.  This particular spot is in an industrial neighborhood one block west of","Our neighborhood is very unique in that it is very centrally located.  Close to beautiful parks, breweries, restaurants, cafe's, and public transit.  This particular spot is in an industrial neighborhood one block west of Broadway, which gives this a grittier flavor with the amenities you would want to have in your own home.",10,26,56,133,101,20,100,4,1,1.0,Guesthouse,Entire home/apt,39.68711,-104.98933999999998,80223,100_200,2.00432137378264,south,34,0,4
3561,0,0,0,0,0,0,56,25,0,0,4,3,0.0,House,Private room,39.696979999999996,-104.94935,80209,under_100,1.3979400086720402,south,90,1,2
3564,"Located up the street from Mile High Stadium, this 2-bedroom, 2.5-bath townhome can’t be beat! Watch the game-day festivities from your private rooftop patio or walk 4 blocks to join a tailgate. Further the fun 1.5 miles out in downtown Denver visiting the historic Union Station and scenic Larimer Square. Explore closer to home and see what Highlands/Jefferson Park has to offer. When you need a break from the city bustle, this vacation rental invites you to relax with breathtaking skyline views!","Located up the street from Mile High Stadium, this 2-bedroom, 2.5-bath townhome can’t be beat! Watch the game-day festivities from your private rooftop patio or walk 4 blocks to join a tailgate. Further the fun 1.5 miles out in downtown Denver visiting the historic Union Station and scenic Larimer Square. Explore closer to home and see what Highlands/Jefferson Park has to offer. When you need a break from the city bustle, this vacation rental invites you to relax with breathtaking skyline views! Off-Street Parking | Pets Welcome | 1,600 Sq Ft | 3 Stories The perfect base camp for Broncos fans, small families, or couples, this townhome boasts brand new construction and modern features to bring you the best of city living! Master Bedroom: King Bed | Bedroom 2: Queen Bed | Additional Sleeping: Air Mattress OUTDOOR LIVING: Deck, rooftop patio, outdoor furniture, mountain & cityscape views INDOOR LIVING: Gas fireplace, flat-screen cable TV, oak hardwood floors, master bedroom w/ walk-in clo","DOWNTOWN DENVER: Union Station (1.5 miles), Larimer Square (1.6 miles), Denver Milk Market (1.8 miles), 16th Street Mall (2.0 miles) NEARBY NEIGHBORHOODS: Lower Highlands (1.0 miles), RiNo Art District (2.5 miles), Uptown (3.1 miles), City Park (4.5 miles), Cherry Creek (5.2 miles) SPORT/CONCERT VENUES: Empower Field at Mile High (0.4 miles), Pepsi Center (1.6 miles), Coors Field (2.1 miles), Red Rocks Park and Amphitheatre (16.4 miles) HIKING AREAS: North Table Mountain (13.3 miles), Mt. Falcon Park (18.6 miles), Lookout Mountain (19.1 miles) SKI RESORTS: Loveland Ski Area (56.5 miles), Arapahoe Basin Ski Area (63.7 miles), Winter Park Resort (65.9 miles), Keystone Resort (68.9 miles), Copper Mountain Resort (77.5 miles), Breckenridge Ski Resort (81.4 miles) AIRPORT: Denver International Airport (25.4 miles)",14,44,74,349,450,115,0,6,2,3.0,Townhouse,Entire home/apt,39.75367,-105.02111000000001,80211,200_or_more,2.6532125137753395,northwest,16,5,0
3565,"-Furnishings from all over the world adoren this space.  -Most cleaning and personal care are natural and fragrance free!  -Great central location within walking distance to shopping, dining, and nightlife. -Very private and quiet!  -420 Friendly","-Furnishings from all over the world adoren this space.  -Most cleaning and personal care are natural and fragrance free!  -Great central location within walking distance to shopping, dining, and nightlife. -Very private and quiet!  -420 Friendly When available I like to greet my guests. Self check in and out are available. I am always a call away for anything you may need. Great location! Walkability is amazing! Shopping, dining and nightlife only a few blocks away! The airport is 30 minutes and Downtown is 20. Cherry Creek world class shopping is only 10 minutes and there are parks galore! Including one behind my home! Easy access to highways, Uber, etc...  (Website hidden by Airbnb)","Great location! Walkability is amazing! Shopping, dining and nightlife only a few blocks away! The airport is 30 minutes and Downtown is 20. Cherry Creek world class shopping is only 10 minutes and there are parks galore! Including one behind my home!",23,53,83,173,139,0,0,2,1,1.0,Condominium,Entire home/apt,39.71209,-104.90326,80230,100_200,2.1430148002541,southeast,7,6,4
3566,"Classic charm meets modern flair in this spacious, three-floor victorian house in Denver's historic Alamo Placita District. Exposed brick, vintage fireplace, charming woodwork and stylish interior. Walking distance to grocery stores, restaurants, bars, breweries, parks, bike path and artsy, independent movie theaters! Great neighborhood in a central location not far from downtown Denver and Cherry Creek shopping district.","Classic charm meets modern flair in this spacious, three-floor victorian house in Denver's historic Alamo Placita District. Exposed brick, vintage fireplace, charming woodwork and stylish interior. Walking distance to grocery stores, restaurants, bars, breweries, parks, bike path and artsy, independent movie theaters! Great neighborhood in a central location not far from downtown Denver and Cherry Creek shopping district.",0,7,7,20,20,200,50,0,6,3,3.0,House,Entire home/apt,39.724000000000004,-104.97718,80203,100_200,2.30102999566398,central,70,1,2
3568,"Fully updated and furnished home in safe and friendly neighborhood about 1 mile south of Univ. of Denver. Comfy beds! Plenty of space to spread out between the 5 bedrooms and 3 separate living areas (main family room, sun room/play room, and finished basement! Large, fenced-in yard. ~3500 sq. ft. total. Close to parks, excellent schools, and shopping. Light rail or drive to downtown Denver in minutes. Drive in the amazing gorgeous mountains in about a half hour.","Fully updated and furnished home in safe and friendly neighborhood about 1 mile south of Univ. of Denver. Comfy beds! Plenty of space to spread out between the 5 bedrooms and 3 separate living areas (main family room, sun room/play room, and finished basement! Large, fenced-in yard. ~3500 sq. ft. total. Close to parks, excellent schools, and shopping. Light rail or drive to downtown Denver in minutes. Drive in the amazing gorgeous mountains in about a half hour.",0,0,0,0,108,160,250,1500,10,5,3.0,House,Entire home/apt,39.66063,-104.9656,80210,100_200,2.2041199826559197,south,90,1,0
3570,"Looking for a house large enough to host your huge group and be within walking distance to Downtown?  Look no further! My handsomely decorated 10 bed home is perfect for large groups and events. Within close proximity to Denver's hottest attractions like Coors Field, Denver Art Museum, Denver Zoo and many more.  My spot has been newly remodeled and features a brand new kitchen, HD TV, 2 quality king beds, 4 queens, 2 full sized bunk beds and ultra clean bathrooms.  This is the place for you!","Looking for a house large enough to host your huge group and be within walking distance to Downtown?  Look no further! My handsomely decorated 10 bed home is perfect for large groups and events. Within close proximity to Denver's hottest attractions like Coors Field, Denver Art Museum, Denver Zoo and many more.  My spot has been newly remodeled and features a brand new kitchen, HD TV, 2 quality king beds, 4 queens, 2 full sized bunk beds and ultra clean bathrooms.  This is the place for you! Although I provide pictures, I will do my best to give you a written description of the layout. Walking into my home you will see a stairway that lead to the upstairs bedrooms. To the right of you is my tastefully furnished living room that has a smart HD television, contemporary sofas and my dining table that sits up to 6 guests to enjoy your meals.  Further down is a passage way which has 2 doors both to the left and right. To the right is the first bedroom that sits 2 bunk beds with 4 queen size","""Denver is a city in Colorado with a population of 678,467. Denver is in Denver County and is one of the best places to live in Colorado. Living in Denver offers residents an urban feel and most residents own their homes. In Denver there are a lot of bars, restaurants, coffee shops, and parks. Many families and young professionals live in Denver and residents tend to lean liberal. The public schools in Denver are above average.""",30,60,90,90,299,90,299,16,4,2.0,House,Entire home/apt,39.765859999999996,-105.00976000000001,80211,200_or_more,2.4756711883244304,northwest,0,1,0
3573,"Come stay in a classic Victorian home in the quaint West Highlands neighborhood of Denver. Enjoy chic decor, newly-renovated appliances, and lots of greenery in a walkable neighborhood. You'll have the master suite all to yourself, which features a comfy queen-sized bed, a big closet, and great natural light. It also has a private bathroom attached with double sinks, a luxurious shower head, and a deep tub for soaking in after a day of sight-seeing.","Come stay in a classic Victorian home in the quaint West Highlands neighborhood of Denver. Enjoy chic decor, newly-renovated appliances, and lots of greenery in a walkable neighborhood. You'll have the master suite all to yourself, which features a comfy queen-sized bed, a big closet, and great natural light. It also has a private bathroom attached with double sinks, a luxurious shower head, and a deep tub for soaking in after a day of sight-seeing. This location is PERFECT for experiencing Denver like a local. Just 3 blocks from Highlands Square, you're a short walk away from some of Denver's best restaurants, boutiques, and fitness studios. You can also walk to Sloan's Lake, which is a gorgeous place for a morning walk, run, or bike ride. Lastly, it's a convenient location for biking or taking a Lyft/Uber to Denver's best neighborhoods! You're a quick 5-10 minute ride to the Highlands, downtown Denver, the RiNo Arts District, and more—and can hop on the highway in just a few minutes.","I consider this neighborhood to be the best place to live in Denver—and a fantastic one to stay in if you're visiting and want to experience the best of Denver life. It's quaint and residential, and has some beautiful historic Victorian homes to ogle at.  It also has everything you need within walking distance: coffee (SloHi coffee, Novo Coffee), a wine shop (Mondo Vino), a charcuterie shop (St. Killian's), a seafood shop (Seafood Landing), boutiques, fitness studios (CorePower Yoga, Barre3, Pure Barre, Zenver Yoga), and TONS of restaurants (Leroy's Bagels, Pizzeria Locale, Himchuli, Trattoria Stella, Fire on the Mountain, The Matador, Sera's Ramen Enclave, Sassafrass, Blue Pan Pizza, FNG). Most of these shops are in Highlands Square, which is a charming stretch of small, locally-owned shops. You can also walk to Sloan's Lake! Lastly, you're just a short drive away from so much more: Tennyson Street (another quaint stretch of shops & restaurants), Red Rocks, LoDo & more.",1,31,61,150,49,25,0,2,1,1.5,House,Private room,39.75812,-105.03573,80211,under_100,1.69019608002851,northwest,29,1,4
3575,"Our 1930s brick Tudor home is ideally situated in the relatively quiet urban residential North City Park neighborhood (Skyland).  Recently remodeled, this lower level suite is a fresh, clean and comfortable place to rest and relax.  It’s also a great “home base” from which one may easily explore all that Denver has to offer – fabulous restaurants, hip bars, historic sites, museums, and access to hiking, rafting, skiing and more.","Our 1930s brick Tudor home is ideally situated in the relatively quiet urban residential North City Park neighborhood (Skyland).  Recently remodeled, this lower level suite is a fresh, clean and comfortable place to rest and relax.  It’s also a great “home base” from which one may easily explore all that Denver has to offer – fabulous restaurants, hip bars, historic sites, museums, and access to hiking, rafting, skiing and more. We will be on the property and available for anything you need during your stay.",0,22,49,55,55,68,60,0,2,1,1.0,Guest suite,Entire home/apt,39.76073,-104.95973000000001,80205,under_100,1.8325089127062402,central,35,3,2
3576,This house is for sale - meaning I may need you to step out for a few hours. I need to stress this a private room booking - not an entire house.,"This house is for sale - meaning I may need you to step out for a few hours. I need to stress this a private room booking - not an entire house. Every day. Quiet Uber, Lyft.",Quiet,22,27,46,46,40,10,100,2,1,1.0,Townhouse,Private room,39.7907,-105.02203,80221,under_100,1.6020599913279598,northwest,44,5,2
